x, y, ksi, T
#iter= 350000
0 0 0 1 
0.05 0 0 1 
0.1 0 0 1 
0.15 0 0 1 
0.2 0 0 1 
0.25 0 0 1 
0.3 0 0 1 
0.35 0 0 1 
0.4 0 0 1 
0.45 0 0 1 
0.5 0 0 1 
0.55 0 0 1 
0.6 0 0 1 
0.65 0 0 1 
0.7 0 0 1 
0.75 0 0 1 
0.8 0 0 1 
0.85 0 0 1 
0.9 0 0 1 
0.95 0 0 1 
1 0 0 1 
1.05 0 0 1 
1.1 0 0 1 
1.15 0 0 1 
1.2 0 0 1 
1.25 0 0 1 
1.3 0 0 1 
1.35 0 0 1 
1.4 0 0 1 
1.45 0 0 1 
1.5 0 0 1 
1.55 0 0 1 
1.6 0 0 1 
1.65 0 0 1 
1.7 0 0 1 
1.75 0 0 1 
1.8 0 0 1 
1.85 0 0 1 
1.9 0 0 1 
1.95 0 0 1 
2 0 0 1 
2.05 0 0 1 
2.1 0 0 1 
2.15 0 0 1 
2.2 0 0 1 
2.25 0 0 1 
2.3 0 0 1 
2.35 0 0 1 
2.4 0 0 1 
2.45 0 0 1 
2.5 0 0 1 
2.55 0 0 1 
2.6 0 0 1 
2.65 0 0 1 
2.7 0 0 1 
2.75 0 0 1 
2.8 0 0 1 
2.85 0 0 1 
2.9 0 0 1 
2.95 0 0 1 
3 0 0 1 
3.05 0 0 1 
3.1 0 0 1 
3.15 0 0 1 
3.2 0 0 1 
3.25 0 0 1 
3.3 0 0 1 
3.35 0 0 1 
3.4 0 0 1 
3.45 0 0 1 
3.5 0 0 1 
3.55 0 0 1 
3.6 0 0 1 
3.65 0 0 1 
3.7 0 0 1 
3.75 0 0 1 
3.8 0 0 1 
3.85 0 0 1 
3.9 0 0 1 
3.95 0 0 1 
4 0 0 1 
4.05 0 0 1 
4.1 0 0 1 
4.15 0 0 1 
4.2 0 0 1 
4.25 0 0 1 
4.3 0 0 1 
4.35 0 0 1 
4.4 0 0 1 
4.45 0 0 1 
4.5 0 0 1 
4.55 0 0 1 
4.6 0 0 1 
4.65 0 0 1 
4.7 0 0 1 
4.75 0 0 1 
4.8 0 0 1 
4.85 0 0 1 
4.9 0 0 1 
4.95 0 0 1 
5 0 0 1 
0 0.05 -0.00620874 0.889177 
0.05 0.05 -0.00427237 0.88614 
0.1 0.05 -0.00224992 0.884309 
0.15 0.05 -0.000197015 0.883667 
0.2 0.05 0.00183374 0.884203 
0.25 0.05 0.00378277 0.885892 
0.3 0.05 0.00558913 0.888696 
0.35 0.05 0.00719506 0.892555 
0.4 0.05 0.00854893 0.897396 
0.45 0.05 0.00960683 0.903126 
0.5 0.05 0.0103334 0.909633 
0.55 0.05 0.0107021 0.916779 
0.6 0.05 0.0106958 0.924396 
0.65 0.05 0.0103071 0.932268 
0.7 0.05 0.00953966 0.940124 
0.75 0.05 0.00841018 0.947632 
0.8 0.05 0.00695018 0.9544 
0.85 0.05 0.00520764 0.960007 
0.9 0.05 0.00324709 0.964048 
0.95 0.05 0.0011476 0.966198 
1 0.05 -0.00100158 0.966272 
1.05 0.05 -0.00310741 0.964262 
1.1 0.05 -0.0050802 0.960344 
1.15 0.05 -0.00684 0.954836 
1.2 0.05 -0.00832123 0.948138 
1.25 0.05 -0.00947483 0.940673 
1.3 0.05 -0.0102683 0.932836 
1.35 0.05 -0.010684 0.924964 
1.4 0.05 -0.0107178 0.917332 
1.45 0.05 -0.0103766 0.91016 
