x, y, ksi, T
#iter= 380000
0 0 0 1 
0.05 0 0 1 
0.1 0 0 1 
0.15 0 0 1 
0.2 0 0 1 
0.25 0 0 1 
0.3 0 0 1 
0.35 0 0 1 
0.4 0 0 1 
0.45 0 0 1 
0.5 0 0 1 
0.55 0 0 1 
0.6 0 0 1 
0.65 0 0 1 
0.7 0 0 1 
0.75 0 0 1 
0.8 0 0 1 
0.85 0 0 1 
0.9 0 0 1 
0.95 0 0 1 
1 0 0 1 
1.05 0 0 1 
1.1 0 0 1 
1.15 0 0 1 
1.2 0 0 1 
1.25 0 0 1 
1.3 0 0 1 
1.35 0 0 1 
1.4 0 0 1 
1.45 0 0 1 
1.5 0 0 1 
1.55 0 0 1 
1.6 0 0 1 
1.65 0 0 1 
1.7 0 0 1 
1.75 0 0 1 
1.8 0 0 1 
1.85 0 0 1 
1.9 0 0 1 
1.95 0 0 1 
2 0 0 1 
2.05 0 0 1 
2.1 0 0 1 
2.15 0 0 1 
2.2 0 0 1 
2.25 0 0 1 
2.3 0 0 1 
2.35 0 0 1 
2.4 0 0 1 
2.45 0 0 1 
2.5 0 0 1 
2.55 0 0 1 
2.6 0 0 1 
2.65 0 0 1 
2.7 0 0 1 
2.75 0 0 1 
2.8 0 0 1 
2.85 0 0 1 
2.9 0 0 1 
2.95 0 0 1 
3 0 0 1 
3.05 0 0 1 
3.1 0 0 1 
3.15 0 0 1 
3.2 0 0 1 
3.25 0 0 1 
3.3 0 0 1 
3.35 0 0 1 
3.4 0 0 1 
3.45 0 0 1 
3.5 0 0 1 
3.55 0 0 1 
3.6 0 0 1 
3.65 0 0 1 
3.7 0 0 1 
3.75 0 0 1 
3.8 0 0 1 
3.85 0 0 1 
3.9 0 0 1 
3.95 0 0 1 
4 0 0 1 
4.05 0 0 1 
4.1 0 0 1 
4.15 0 0 1 
4.2 0 0 1 
4.25 0 0 1 
4.3 0 0 1 
4.35 0 0 1 
4.4 0 0 1 
4.45 0 0 1 
4.5 0 0 1 
4.55 0 0 1 
4.6 0 0 1 
4.65 0 0 1 
4.7 0 0 1 
4.75 0 0 1 
4.8 0 0 1 
4.85 0 0 1 
4.9 0 0 1 
4.95 0 0 1 
5 0 0 1 
0 0.05 -0.00621037 0.889181 
0.05 0.05 -0.00427413 0.886142 
0.1 0.05 -0.00225178 0.88431 
0.15 0.05 -0.000198932 0.883667 
0.2 0.05 0.00183183 0.884202 
0.25 0.05 0.00378096 0.88589 
0.3 0.05 0.00558746 0.888693 
0.35 0.05 0.0071936 0.892551 
0.4 0.05 0.00854774 0.897391 
0.45 0.05 0.00960595 0.90312 
0.5 0.05 0.0103329 0.909626 
0.55 0.05 0.010702 0.916772 
0.6 0.05 0.0106961 0.924388 
0.65 0.05 0.0103077 0.93226 
0.7 0.05 0.00954068 0.940116 
0.75 0.05 0.00841157 0.947625 
0.8 0.05 0.0069519 0.954394 
0.85 0.05 0.00520964 0.960002 
0.9 0.05 0.00324927 0.964045 
0.95 0.05 0.00114989 0.966197 
1 0.05 -0.000999283 0.966273 
1.05 0.05 -0.00310521 0.964266 
1.1 0.05 -0.00507818 0.96035 
1.15 0.05 -0.00683825 0.954843 
1.2 0.05 -0.00831982 0.948146 
1.25 0.05 -0.0094738 0.940682 
1.3 0.05 -0.0102676 0.932845 
1.35 0.05 -0.0106839 0.924972 
1.4 0.05 -0.0107181 0.91734 
1.45 0.05 -0.0103772 0.910167 
1.5 0.05 -0.0096784 0.903625 
1.55 0.05 -0.00864808 0.897854 
1.6 0.05 -0.00732203 0.892965 
1.65 0.05 -0.00574499 0.889053 
1.7 0.05 -0.00397015 0.886191 
1.75 0.05 -0.00205799 0.884433 
