x, y, ksi, T
#iter= 1180000
0 0 0 1 
0.05 0 0 1 
0.1 0 0 1 
0.15 0 0 1 
0.2 0 0 1 
0.25 0 0 1 
0.3 0 0 1 
0.35 0 0 1 
0.4 0 0 1 
0.45 0 0 1 
0.5 0 0 1 
0.55 0 0 1 
0.6 0 0 1 
0.65 0 0 1 
0.7 0 0 1 
0.75 0 0 1 
0.8 0 0 1 
0.85 0 0 1 
0.9 0 0 1 
0.95 0 0 1 
1 0 0 1 
1.05 0 0 1 
1.1 0 0 1 
1.15 0 0 1 
1.2 0 0 1 
1.25 0 0 1 
1.3 0 0 1 
1.35 0 0 1 
1.4 0 0 1 
1.45 0 0 1 
1.5 0 0 1 
1.55 0 0 1 
1.6 0 0 1 
1.65 0 0 1 
1.7 0 0 1 
1.75 0 0 1 
1.8 0 0 1 
1.85 0 0 1 
1.9 0 0 1 
1.95 0 0 1 
2 0 0 1 
2.05 0 0 1 
2.1 0 0 1 
2.15 0 0 1 
2.2 0 0 1 
2.25 0 0 1 
2.3 0 0 1 
2.35 0 0 1 
2.4 0 0 1 
2.45 0 0 1 
2.5 0 0 1 
2.55 0 0 1 
2.6 0 0 1 
2.65 0 0 1 
2.7 0 0 1 
2.75 0 0 1 
2.8 0 0 1 
2.85 0 0 1 
2.9 0 0 1 
2.95 0 0 1 
3 0 0 1 
3.05 0 0 1 
3.1 0 0 1 
3.15 0 0 1 
3.2 0 0 1 
3.25 0 0 1 
3.3 0 0 1 
3.35 0 0 1 
3.4 0 0 1 
3.45 0 0 1 
3.5 0 0 1 
3.55 0 0 1 
3.6 0 0 1 
3.65 0 0 1 
3.7 0 0 1 
3.75 0 0 1 
3.8 0 0 1 
3.85 0 0 1 
3.9 0 0 1 
3.95 0 0 1 
4 0 0 1 
4.05 0 0 1 
4.1 0 0 1 
4.15 0 0 1 
4.2 0 0 1 
4.25 0 0 1 
4.3 0 0 1 
4.35 0 0 1 
4.4 0 0 1 
4.45 0 0 1 
4.5 0 0 1 
4.55 0 0 1 
4.6 0 0 1 
4.65 0 0 1 
4.7 0 0 1 
4.75 0 0 1 
4.8 0 0 1 
4.85 0 0 1 
4.9 0 0 1 
4.95 0 0 1 
5 0 0 1 
0 0.05 -0.00663842 0.885078 
0.05 0.05 -0.00455707 0.881959 
0.1 0.05 -0.00238314 0.880087 
0.15 0.05 -0.000177864 0.879439 
0.2 0.05 0.0020023 0.88 
0.25 0.05 0.00409373 0.881744 
0.3 0.05 0.00603146 0.88463 
0.35 0.05 0.00775415 0.8886 
0.4 0.05 0.00920718 0.89358 
0.45 0.05 0.0103442 0.89948 
0.5 0.05 0.0111278 0.906194 
0.55 0.05 0.0115297 0.91359 
0.6 0.05 0.0115307 0.921505 
0.65 0.05 0.0111216 0.929728 
0.7 0.05 0.0103043 0.937985 
0.75 0.05 0.00909425 0.945926 
0.8 0.05 0.00752334 0.953132 
0.85 0.05 0.00564188 0.959137 
0.9 0.05 0.00351944 0.963485 
0.95 0.05 0.00124279 0.965804 
1 0.05 -0.00108911 0.965882 
1.05 0.05 -0.00337275 0.963709 
1.1 0.05 -0.00550861 0.959489 
1.15 0.05 -0.00740891 0.953583 
1.2 0.05 -0.00900283 0.946445 
1.25 0.05 -0.0102388 0.938543 
1.3 0.05 -0.0110838 0.930299 
1.35 0.05 -0.0115215 0.922069 
1.4 0.05 -0.0115492 0.914133 
1.45 0.05 -0.0111759 0.906705 
1.5 0.05 -0.0104205 0.899952 
1.55 0.05 -0.0093114 0.894006 
1.6 0.05 -0.0078865 0.888976 
1.65 0.05 -0.00619307 0.884951 
1.7 0.05 -0.00428749 0.882004 
1.75 0.05 -0.00223415 0.88019 
1.8 0.05 -0.000103473 0.879544 
1.85 0.05 0.00203078 0.880077 
1.9 0.05 0.00409468 0.881781 
1.95 0.05 0.00601735 0.884622 
2 0.05 0.00773367 0.888547 
2.05 0.05 0.00918642 0.893486 
2.1 0.05 0.0103273 0.89935 
2.15 0.05 0.0111176 0.906033 
2.2 0.05 0.011528 0.913405 
