x, y, ksi, T
#iter= 1350000
0 0 0 1 
0.05 0 0 1 
0.1 0 0 1 
0.15 0 0 1 
0.2 0 0 1 
0.25 0 0 1 
0.3 0 0 1 
0.35 0 0 1 
0.4 0 0 1 
0.45 0 0 1 
0.5 0 0 1 
0.55 0 0 1 
0.6 0 0 1 
0.65 0 0 1 
0.7 0 0 1 
0.75 0 0 1 
0.8 0 0 1 
0.85 0 0 1 
0.9 0 0 1 
0.95 0 0 1 
1 0 0 1 
1.05 0 0 1 
1.1 0 0 1 
1.15 0 0 1 
1.2 0 0 1 
1.25 0 0 1 
1.3 0 0 1 
1.35 0 0 1 
1.4 0 0 1 
1.45 0 0 1 
1.5 0 0 1 
1.55 0 0 1 
1.6 0 0 1 
1.65 0 0 1 
1.7 0 0 1 
1.75 0 0 1 
1.8 0 0 1 
1.85 0 0 1 
1.9 0 0 1 
1.95 0 0 1 
2 0 0 1 
2.05 0 0 1 
2.1 0 0 1 
2.15 0 0 1 
2.2 0 0 1 
2.25 0 0 1 
2.3 0 0 1 
2.35 0 0 1 
2.4 0 0 1 
2.45 0 0 1 
2.5 0 0 1 
2.55 0 0 1 
2.6 0 0 1 
2.65 0 0 1 
2.7 0 0 1 
2.75 0 0 1 
2.8 0 0 1 
2.85 0 0 1 
2.9 0 0 1 
2.95 0 0 1 
3 0 0 1 
3.05 0 0 1 
3.1 0 0 1 
3.15 0 0 1 
3.2 0 0 1 
3.25 0 0 1 
3.3 0 0 1 
3.35 0 0 1 
3.4 0 0 1 
3.45 0 0 1 
3.5 0 0 1 
3.55 0 0 1 
3.6 0 0 1 
3.65 0 0 1 
3.7 0 0 1 
3.75 0 0 1 
3.8 0 0 1 
3.85 0 0 1 
3.9 0 0 1 
3.95 0 0 1 
4 0 0 1 
4.05 0 0 1 
4.1 0 0 1 
4.15 0 0 1 
4.2 0 0 1 
4.25 0 0 1 
4.3 0 0 1 
4.35 0 0 1 
4.4 0 0 1 
4.45 0 0 1 
4.5 0 0 1 
4.55 0 0 1 
4.6 0 0 1 
4.65 0 0 1 
4.7 0 0 1 
4.75 0 0 1 
4.8 0 0 1 
4.85 0 0 1 
4.9 0 0 1 
4.95 0 0 1 
5 0 0 1 
0 0.05 -0.006505 0.884794 
0.05 0.05 -0.00441374 0.881759 
0.1 0.05 -0.00223132 0.879974 
0.15 0.05 -2.2008e-05 0.879416 
0.2 0.05 0.00215673 0.880068 
0.25 0.05 0.00424112 0.881902 
0.3 0.05 0.00616642 0.884875 
0.35 0.05 0.00787179 0.888929 
0.4 0.05 0.0093032 0.893987 
0.45 0.05 0.010415 0.899958 
0.5 0.05 0.0111705 0.906734 
0.55 0.05 0.011542 0.914181 
0.6 0.05 0.0115112 0.922133 
0.65 0.05 0.0110697 0.930373 
0.7 0.05 0.0102204 0.938622 
0.75 0.05 0.00898004 0.946523 
0.8 0.05 0.00738193 0.953652 
0.85 0.05 0.00547802 0.959542 
0.9 0.05 0.00333944 0.963739 
0.95 0.05 0.00105428 0.965883 
1 0.05 -0.00127777 0.965775 
1.05 0.05 -0.00355312 0.963425 
1.1 0.05 -0.00567288 0.959051 
1.15 0.05 -0.00755043 0.953026 
1.2 0.05 -0.00911644 0.945807 
1.25 0.05 -0.0103208 0.93786 
1.3 0.05 -0.0111321 0.929605 
1.35 0.05 -0.0115352 0.921389 
1.4 0.05 -0.0115283 0.913487 
1.45 0.05 -0.0111214 0.90611 
1.5 0.05 -0.0103343 0.89942 
1.55 0.05 -0.00919622 0.893548 
1.6 0.05 -0.00774588 0.888601 
1.65 0.05 -0.00603146 0.884667 
