x, y, ksi, T
#iter= 410000
0 0 0 1 
0.05 0 0 1 
0.1 0 0 1 
0.15 0 0 1 
0.2 0 0 1 
0.25 0 0 1 
0.3 0 0 1 
0.35 0 0 1 
0.4 0 0 1 
0.45 0 0 1 
0.5 0 0 1 
0.55 0 0 1 
0.6 0 0 1 
0.65 0 0 1 
0.7 0 0 1 
0.75 0 0 1 
0.8 0 0 1 
0.85 0 0 1 
0.9 0 0 1 
0.95 0 0 1 
1 0 0 1 
1.05 0 0 1 
1.1 0 0 1 
1.15 0 0 1 
1.2 0 0 1 
1.25 0 0 1 
1.3 0 0 1 
1.35 0 0 1 
1.4 0 0 1 
1.45 0 0 1 
1.5 0 0 1 
1.55 0 0 1 
1.6 0 0 1 
1.65 0 0 1 
1.7 0 0 1 
1.75 0 0 1 
1.8 0 0 1 
1.85 0 0 1 
1.9 0 0 1 
1.95 0 0 1 
2 0 0 1 
2.05 0 0 1 
2.1 0 0 1 
2.15 0 0 1 
2.2 0 0 1 
2.25 0 0 1 
2.3 0 0 1 
2.35 0 0 1 
2.4 0 0 1 
2.45 0 0 1 
2.5 0 0 1 
2.55 0 0 1 
2.6 0 0 1 
2.65 0 0 1 
2.7 0 0 1 
2.75 0 0 1 
2.8 0 0 1 
2.85 0 0 1 
2.9 0 0 1 
2.95 0 0 1 
3 0 0 1 
3.05 0 0 1 
3.1 0 0 1 
3.15 0 0 1 
3.2 0 0 1 
3.25 0 0 1 
3.3 0 0 1 
3.35 0 0 1 
3.4 0 0 1 
3.45 0 0 1 
3.5 0 0 1 
3.55 0 0 1 
3.6 0 0 1 
3.65 0 0 1 
3.7 0 0 1 
3.75 0 0 1 
3.8 0 0 1 
3.85 0 0 1 
3.9 0 0 1 
3.95 0 0 1 
4 0 0 1 
4.05 0 0 1 
4.1 0 0 1 
4.15 0 0 1 
4.2 0 0 1 
4.25 0 0 1 
4.3 0 0 1 
4.35 0 0 1 
4.4 0 0 1 
4.45 0 0 1 
4.5 0 0 1 
4.55 0 0 1 
4.6 0 0 1 
4.65 0 0 1 
4.7 0 0 1 
4.75 0 0 1 
4.8 0 0 1 
4.85 0 0 1 
4.9 0 0 1 
4.95 0 0 1 
5 0 0 1 
0 0.05 -0.00621175 0.889184 
0.05 0.05 -0.00427561 0.886145 
0.1 0.05 -0.00225336 0.884311 
0.15 0.05 -0.000200556 0.883668 
0.2 0.05 0.00183022 0.884201 
0.25 0.05 0.00377941 0.885888 
0.3 0.05 0.00558604 0.88869 
0.35 0.05 0.00719236 0.892548 
0.4 0.05 0.00854673 0.897387 
0.45 0.05 0.0096052 0.903115 
0.5 0.05 0.0103324 0.90962 
0.55 0.05 0.0107018 0.916765 
0.6 0.05 0.0106963 0.924381 
0.65 0.05 0.0103083 0.932253 
0.7 0.05 0.00954155 0.94011 
0.75 0.05 0.00841275 0.947618 
0.8 0.05 0.00695336 0.954388 
0.85 0.05 0.00521132 0.959998 
0.9 0.05 0.00325113 0.964042 
0.95 0.05 0.00115183 0.966196 
1 0.05 -0.000997336 0.966274 
1.05 0.05 -0.00310335 0.964269 
1.1 0.05 -0.00507648 0.960354 
1.15 0.05 -0.00683677 0.954848 
1.2 0.05 -0.00831862 0.948153 
1.25 0.05 -0.00947293 0.940689 
1.3 0.05 -0.0102671 0.932852 
1.35 0.05 -0.0106837 0.92498 
1.4 0.05 -0.0107183 0.917347 
1.45 0.05 -0.0103778 0.910174 
1.5 0.05 -0.00967928 0.903631 
1.55 0.05 -0.00864927 0.897859 
1.6 0.05 -0.00732349 0.89297 
1.65 0.05 -0.00574666 0.889056 
1.7 0.05 -0.00397199 0.886193 
1.75 0.05 -0.00205994 0.884434 
1.8 0.05 -7.63834e-05 0.883814 
1.85 0.05 0.00190984 0.884345 
1.9 0.05 0.0038298 0.886017 
1.95 0.05 0.00561728 0.888797 
2 0.05 0.00721135 0.892631 
2.05 0.05 0.0085582 0.897448 
2.1 0.05 0.00961243 0.903156 
2.15 0.05 0.0103376 0.909643 
2.2 0.05 0.0107065 0.916773 
2.25 0.05 0.0107014 0.924377 
2.3 0.05 0.0103144 0.93224 
2.35 0.05 0.00954907 0.940091 
2.4 0.05 0.00842176 0.947597 
2.45 0.05 0.0069638 0.954369 
2.5 0.05 0.00522296 0.959983 
2.55 0.05 0.00326361 0.964035 
2.6 0.05 0.0011647 0.966199 
2.65 0.05 -0.000984612 0.966288 
2.7 0.05 -0.00309131 0.964294 
2.75 0.05 -0.00506565 0.960389 
2.8 0.05 -0.0068276 0.954891 
2.85 0.05 -0.00831149 0.948201 
2.9 0.05 -0.00946811 0.94074 
2.95 0.05 -0.0102648 0.932904 
3 0.05 -0.010684 0.925031 
3.05 0.05 -0.0107212 0.917396 
3.1 0.05 -0.0103834 0.910218 
3.15 0.05 -0.00968736 0.903671 
3.2 0.05 -0.00865966 0.897893 
3.25 0.05 -0.00733592 0.892997 
3.3 0.05 -0.0057608 0.889076 
3.35 0.05 -0.00398741 0.886204 
3.4 0.05 -0.00207614 0.884436 
3.45 0.05 -9.2839e-05 0.883807 
3.5 0.05 0.00189369 0.884329 
3.55 0.05 0.00381452 0.885991 
3.6 0.05 0.00560342 0.888762 
3.65 0.05 0.0071994 0.892588 
3.7 0.05 0.00854863 0.897396 
3.75 0.05 0.00960565 0.903096 
3.8 0.05 0.010334 0.909577 
3.85 0.05 0.0107063 0.916701 
3.9 0.05 0.0107048 0.924301 
3.95 0.05 0.0103216 0.932163 
4 0.05 0.00956006 0.940016 
4.05 0.05 0.00843648 0.947528 
4.1 0.05 0.00698202 0.95431 
4.15 0.05 0.00524427 0.959941 
4.2 0.05 0.00328739 0.964015 
4.25 0.05 0.00119018 0.966206 
4.3 0.05 -0.00095836 0.966325 
4.35 0.05 -0.00306531 0.964362 
4.4 0.05 -0.00504098 0.960489 
4.45 0.05 -0.00680543 0.955022 
4.5 0.05 -0.00829308 0.948359 
4.55 0.05 -0.00945499 0.940924 
4.6 0.05 -0.010259 0.93311 
4.65 0.05 -0.0106883 0.925256 
4.7 0.05 -0.0107397 0.917636 
4.75 0.05 -0.0104221 0.910469 
4.8 0.05 -0.00975569 0.903922 
4.85 0.05 -0.0087717 0.898129 
4.9 0.05 -0.007514 0.893192 
4.95 0.05 -0.00603896 0.889184 
5 0.05 -0.00439607 0.886145 
0 0.1 -0.0209722 0.779488 
0.05 0.1 -0.01466 0.773503 
0.1 0.1 -0.0077713 0.769826 
0.15 0.1 -0.000644863 0.768521 
0.2 0.1 0.00645571 0.769577 
0.25 0.1 0.0132897 0.772944 
0.3 0.1 0.0196306 0.77854 
0.35 0.1 0.0252699 0.786246 
0.4 0.1 0.0300229 0.795909 
0.45 0.1 0.0337329 0.807345 
0.5 0.1 0.0362741 0.82033 
0.55 0.1 0.037553 0.834596 
0.6 0.1 0.0375105 0.84981 
0.65 0.1 0.0361236 0.865552 
0.7 0.1 0.0334098 0.881289 
0.75 0.1 0.0294327 0.896355 
0.8 0.1 0.0243075 0.909968 
0.85 0.1 0.0182052 0.921271 
0.9 0.1 0.0113516 0.929435 
0.95 0.1 0.00402039 0.933788 
1 0.1 -0.0034818 0.933945 
1.05 0.1 -0.0108361 0.929892 
1.1 0.1 -0.0177342 0.92199 
1.15 0.1 -0.0238997 0.910894 
1.2 0.1 -0.0291028 0.897427 
1.25 0.1 -0.0331689 0.882448 
1.3 0.1 -0.035979 0.866749 
1.35 0.1 -0.0374665 0.851003 
1.4 0.1 -0.0376114 0.835754 
1.45 0.1 -0.0364348 0.821429 
1.5 0.1 -0.0339951 0.808367 
1.55 0.1 -0.0303852 0.796841 
1.6 0.1 -0.0257317 0.787074 
1.65 0.1 -0.0201932 0.779254 
1.7 0.1 -0.0139577 0.773529 
1.75 0.1 -0.00723874 0.770012 
1.8 0.1 -0.000268288 0.768772 
1.85 0.1 0.00671156 0.769834 
1.9 0.1 0.0134583 0.773178 
1.95 0.1 0.0197389 0.778735 
2 0.1 0.0253383 0.786399 
2.05 0.1 0.0300661 0.79602 
2.1 0.1 0.0337614 0.807418 
2.15 0.1 0.0362953 0.820369 
2.2 0.1 0.0375721 0.834607 
2.25 0.1 0.0375308 0.849798 
2.3 0.1 0.0361472 0.865524 
2.35 0.1 0.0334379 0.881249 
2.4 0.1 0.0294657 0.896312 
2.45 0.1 0.0243451 0.909927 
2.5 0.1 0.0182467 0.92124 
2.55 0.1 0.0113958 0.92942 
2.6 0.1 0.00406574 0.933793 
2.65 0.1 -0.00343709 0.933972 
2.7 0.1 -0.0107939 0.929942 
