x, y, ksi, T
#iter= 900000
0 0 0 1 
0.05 0 0 1 
0.1 0 0 1 
0.15 0 0 1 
0.2 0 0 1 
0.25 0 0 1 
0.3 0 0 1 
0.35 0 0 1 
0.4 0 0 1 
0.45 0 0 1 
0.5 0 0 1 
0.55 0 0 1 
0.6 0 0 1 
0.65 0 0 1 
0.7 0 0 1 
0.75 0 0 1 
0.8 0 0 1 
0.85 0 0 1 
0.9 0 0 1 
0.95 0 0 1 
1 0 0 1 
1.05 0 0 1 
1.1 0 0 1 
1.15 0 0 1 
1.2 0 0 1 
1.25 0 0 1 
1.3 0 0 1 
1.35 0 0 1 
1.4 0 0 1 
1.45 0 0 1 
1.5 0 0 1 
1.55 0 0 1 
1.6 0 0 1 
1.65 0 0 1 
1.7 0 0 1 
1.75 0 0 1 
1.8 0 0 1 
1.85 0 0 1 
1.9 0 0 1 
1.95 0 0 1 
2 0 0 1 
2.05 0 0 1 
2.1 0 0 1 
2.15 0 0 1 
2.2 0 0 1 
2.25 0 0 1 
2.3 0 0 1 
2.35 0 0 1 
2.4 0 0 1 
2.45 0 0 1 
2.5 0 0 1 
2.55 0 0 1 
2.6 0 0 1 
2.65 0 0 1 
2.7 0 0 1 
2.75 0 0 1 
2.8 0 0 1 
2.85 0 0 1 
2.9 0 0 1 
2.95 0 0 1 
3 0 0 1 
3.05 0 0 1 
3.1 0 0 1 
3.15 0 0 1 
3.2 0 0 1 
3.25 0 0 1 
3.3 0 0 1 
3.35 0 0 1 
3.4 0 0 1 
3.45 0 0 1 
3.5 0 0 1 
3.55 0 0 1 
3.6 0 0 1 
3.65 0 0 1 
3.7 0 0 1 
3.75 0 0 1 
3.8 0 0 1 
3.85 0 0 1 
3.9 0 0 1 
3.95 0 0 1 
4 0 0 1 
4.05 0 0 1 
4.1 0 0 1 
4.15 0 0 1 
4.2 0 0 1 
4.25 0 0 1 
4.3 0 0 1 
4.35 0 0 1 
4.4 0 0 1 
4.45 0 0 1 
4.5 0 0 1 
4.55 0 0 1 
4.6 0 0 1 
4.65 0 0 1 
4.7 0 0 1 
4.75 0 0 1 
4.8 0 0 1 
4.85 0 0 1 
4.9 0 0 1 
4.95 0 0 1 
5 0 0 1 
0 0.05 -0.00739429 0.88689 
0.05 0.05 -0.00537945 0.883279 
0.1 0.05 -0.00326395 0.880902 
0.15 0.05 -0.00109109 0.879731 
0.2 0.05 0.0010887 0.87976 
0.25 0.05 0.00321302 0.880973 
0.3 0.05 0.00521573 0.88334 
0.35 0.05 0.00703291 0.886813 
0.4 0.05 0.00860644 0.891327 
0.45 0.05 0.00988602 0.896801 
0.5 0.05 0.0108302 0.903136 
0.55 0.05 0.0114064 0.910215 
0.6 0.05 0.0115912 0.917892 
0.65 0.05 0.0113707 0.925982 
0.7 0.05 0.0107411 0.934242 
0.75 0.05 0.00971125 0.942362 
0.8 0.05 0.00830464 0.949953 
0.85 0.05 0.00656241 0.956569 
0.9 0.05 0.00454479 0.961741 
0.95 0.05 0.00233052 0.96505 
1 0.05 1.32324e-05 0.966198 
1.05 0.05 -0.00230507 0.965079 
1.1 0.05 -0.00452227 0.961795 
1.15 0.05 -0.00654452 0.956642 
1.2 0.05 -0.00829276 0.950037 
1.25 0.05 -0.00970638 0.942448 
1.3 0.05 -0.0107439 0.934324 
1.35 0.05 -0.0113814 0.926052 
1.4 0.05 -0.0116099 0.917947 
1.45 0.05 -0.011433 0.910251 
1.5 0.05 -0.0108646 0.903151 
1.55 0.05 -0.00992825 0.896793 
1.6 0.05 -0.00865689 0.891297 
1.65 0.05 -0.00709276 0.886759 
1.7 0.05 -0.00528742 0.883263 
1.75 0.05 -0.0033011 0.88087 
1.8 0.05 -0.00120119 0.879627 
1.85 0.05 0.000940154 0.879558 
1.9 0.05 0.00304889 0.880665 
1.95 0.05 0.00505241 0.882926 
2 0.05 0.00688249 0.886299 
2.05 0.05 0.00847782 0.890722 
2.1 0.05 0.00978553 0.896117 
2.15 0.05 0.010762 0.902388 
2.2 0.05 0.0113732 0.909417 
2.25 0.05 0.0115942 0.917063 
2.3 0.05 0.0114097 0.925142 
2.35 0.05 0.0108151 0.933416 
2.4 0.05 0.00981787 0.941578 
2.45 0.05 0.00844028 0.949247 
2.5 0.05 0.00672213 0.955976 
2.55 0.05 0.00472237 0.961295 
2.6 0.05 0.00251868 0.964777 
2.65 0.05 0.000204108 0.966112 
2.7 0.05 -0.00211925 0.965173 
2.75 0.05 -0.00434851 0.96205 
2.8 0.05 -0.00638845 0.957024 
2.85 0.05 -0.00815828 0.950509 
2.9 0.05 -0.00959556 0.942972 
2.95 0.05 -0.0106571 0.934868 
3 0.05 -0.0113177 0.926592 
3.05 0.05 -0.0115674 0.918465 
3.1 0.05 -0.011409 0.910736 
3.15 0.05 -0.0108562 0.903599 
3.2 0.05 -0.00993247 0.897202 
3.25 0.05 -0.00867071 0.891668 
3.3 0.05 -0.00711338 0.887096 
3.35 0.05 -0.00531235 0.883568 
3.4 0.05 -0.0033282 0.88115 
3.45 0.05 -0.00122875 0.879887 
3.5 0.05 0.000913306 0.879805 
3.55 0.05 0.0030234 0.880903 
3.6 0.05 0.00502832 0.883163 
3.65 0.05 0.00685925 0.886542 
3.7 0.05 0.0084543 0.890976 
3.75 0.05 0.0097601 0.896388 
3.8 0.05 0.0107326 0.902679 
3.85 0.05 0.0113374 0.90973 
3.9 0.05 0.0115496 0.917396 
3.95 0.05 0.0113541 0.92549 
4 0.05 0.0107465 0.933769 
4.05 0.05 0.00973508 0.94192 
4.1 0.05 0.00834319 0.949556 
4.15 0.05 0.00661191 0.956228 
4.2 0.05 0.00460165 0.961464 
4.25 0.05 0.00239146 0.96484 
4.3 0.05 7.5544e-05 0.966056 
4.35 0.05 -0.00224331 0.964998 
4.4 0.05 -0.00446206 0.961765 
4.45 0.05 -0.00648586 0.956651 
4.5 0.05 -0.00823473 0.950073 
4.55 0.05 -0.00964744 0.942503 
4.6 0.05 -0.0106823 0.934391 
4.65 0.05 -0.011316 0.926131 
4.7 0.05 -0.0115409 0.918039 
4.75 0.05 -0.0113632 0.910359 
4.8 0.05 -0.0108012 0.90328 
4.85 0.05 -0.00988538 0.896941 
4.9 0.05 -0.00866049 0.891453 
4.95 0.05 -0.00718799 0.88689 
5 0.05 -0.00553209 0.883279 
0 0.1 -0.0249789 0.775093 
0.05 0.1 -0.0184914 0.767998 
0.1 0.1 -0.0113047 0.763236 
0.15 0.1 -0.00376391 0.760876 
0.2 0.1 0.00385852 0.760919 
0.25 0.1 0.0113075 0.763334 
0.3 0.1 0.0183376 0.768057 
0.35 0.1 0.0247184 0.774987 
0.4 0.1 0.0302423 0.783991 
0.45 0.1 0.0347298 0.794906 
0.5 0.1 0.0380331 0.807535 
0.55 0.1 0.0400368 0.821648 
0.6 0.1 0.0406594 0.83696 
0.65 0.1 0.0398544 0.853111 
0.7 0.1 0.0376137 0.869626 
0.75 0.1 0.0339743 0.885892 
0.8 0.1 0.0290252 0.901135 
0.85 0.1 0.0229158 0.914452 
0.9 0.1 0.0158589 0.924888 
0.95 0.1 0.00812829 0.931575 
1 0.1 4.55463e-05 0.933898 
1.05 0.1 -0.00804064 0.931634 
1.1 0.1 -0.0157813 0.924998 
1.15 0.1 -0.0228541 0.914601 
1.2 0.1 -0.0289842 0.901305 
1.25 0.1 -0.0339574 0.886066 
1.3 0.1 -0.0376234 0.869791 
1.35 0.1 -0.0398917 0.853253 
1.4 0.1 -0.0407246 0.837071 
1.45 0.1 -0.0401296 0.821721 
1.5 0.1 -0.038153 0.807565 
1.55 0.1 -0.0348768 0.79489 
1.6 0.1 -0.0304173 0.783928 
1.65 0.1 -0.0249247 0.774875 
1.7 0.1 -0.0185819 0.767894 
1.75 0.1 -0.0116021 0.763116 
1.8 0.1 -0.00422268 0.760633 
1.85 0.1 0.00330225 0.760495 
1.9 0.1 0.0107125 0.762705 
1.95 0.1 0.0177526 0.767221 
2 0.1 0.0241822 0.773954 
2.05 0.1 0.0297844 0.782781 
2.1 0.1 0.0343718 0.793541 
