x, y, ksi, T
#iter= 660000
0 0 0 1 
0.05 0 0 1 
0.1 0 0 1 
0.15 0 0 1 
0.2 0 0 1 
0.25 0 0 1 
0.3 0 0 1 
0.35 0 0 1 
0.4 0 0 1 
0.45 0 0 1 
0.5 0 0 1 
0.55 0 0 1 
0.6 0 0 1 
0.65 0 0 1 
0.7 0 0 1 
0.75 0 0 1 
0.8 0 0 1 
0.85 0 0 1 
0.9 0 0 1 
0.95 0 0 1 
1 0 0 1 
1.05 0 0 1 
1.1 0 0 1 
1.15 0 0 1 
1.2 0 0 1 
1.25 0 0 1 
1.3 0 0 1 
1.35 0 0 1 
1.4 0 0 1 
1.45 0 0 1 
1.5 0 0 1 
1.55 0 0 1 
1.6 0 0 1 
1.65 0 0 1 
1.7 0 0 1 
1.75 0 0 1 
1.8 0 0 1 
1.85 0 0 1 
1.9 0 0 1 
1.95 0 0 1 
2 0 0 1 
2.05 0 0 1 
2.1 0 0 1 
2.15 0 0 1 
2.2 0 0 1 
2.25 0 0 1 
2.3 0 0 1 
2.35 0 0 1 
2.4 0 0 1 
2.45 0 0 1 
2.5 0 0 1 
2.55 0 0 1 
2.6 0 0 1 
2.65 0 0 1 
2.7 0 0 1 
2.75 0 0 1 
2.8 0 0 1 
2.85 0 0 1 
2.9 0 0 1 
2.95 0 0 1 
3 0 0 1 
3.05 0 0 1 
3.1 0 0 1 
3.15 0 0 1 
3.2 0 0 1 
3.25 0 0 1 
3.3 0 0 1 
3.35 0 0 1 
3.4 0 0 1 
3.45 0 0 1 
3.5 0 0 1 
3.55 0 0 1 
3.6 0 0 1 
3.65 0 0 1 
3.7 0 0 1 
3.75 0 0 1 
3.8 0 0 1 
3.85 0 0 1 
3.9 0 0 1 
3.95 0 0 1 
4 0 0 1 
4.05 0 0 1 
4.1 0 0 1 
4.15 0 0 1 
4.2 0 0 1 
4.25 0 0 1 
4.3 0 0 1 
4.35 0 0 1 
4.4 0 0 1 
4.45 0 0 1 
4.5 0 0 1 
4.55 0 0 1 
4.6 0 0 1 
4.65 0 0 1 
4.7 0 0 1 
4.75 0 0 1 
4.8 0 0 1 
4.85 0 0 1 
4.9 0 0 1 
4.95 0 0 1 
5 0 0 1 
0 0.05 -0.00628657 0.887612 
0.05 0.05 -0.00429573 0.88459 
0.1 0.05 -0.00221736 0.88279 
0.15 0.05 -0.00011053 0.882193 
0.2 0.05 0.00197035 0.882786 
0.25 0.05 0.00396426 0.884542 
0.3 0.05 0.00580897 0.887422 
0.35 0.05 0.00744575 0.891365 
0.4 0.05 0.00882224 0.896297 
0.45 0.05 0.00989402 0.902125 
0.5 0.05 0.0106254 0.908738 
0.55 0.05 0.0109896 0.915999 
0.6 0.05 0.0109693 0.92374 
0.65 0.05 0.0105567 0.931743 
0.7 0.05 0.00975573 0.939733 
0.75 0.05 0.00858326 0.947368 
0.8 0.05 0.00707171 0.954246 
0.85 0.05 0.0052707 0.959928 
0.9 0.05 0.00324723 0.963996 
0.95 0.05 0.00108359 0.966114 
1 0.05 -0.00112739 0.966094 
1.05 0.05 -0.00328916 0.963938 
1.1 0.05 -0.00530905 0.959838 
1.15 0.05 -0.00710505 0.954132 
1.2 0.05 -0.00861051 0.94724 
1.25 0.05 -0.00977624 0.939599 
1.3 0.05 -0.0105702 0.931613 
1.35 0.05 -0.0109759 0.923621 
1.4 0.05 -0.0109901 0.915899 
1.45 0.05 -0.0106208 0.908661 
1.5 0.05 -0.00988617 0.902077 
1.55 0.05 -0.00881388 0.896283 
1.6 0.05 -0.00744087 0.891388 
1.65 0.05 -0.00581323 0.887484 
1.7 0.05 -0.00398565 0.884643 
1.75 0.05 -0.00202032 0.88292 
1.8 0.05 1.51094e-05 0.882347 
1.85 0.05 0.00205003 0.882936 
1.9 0.05 0.00401386 0.884676 
1.95 0.05 0.00583899 0.887532 
2 0.05 0.00746337 0.89145 
2.05 0.05 0.0088324 0.896358 
2.1 0.05 0.00990013 0.902164 
2.15 0.05 0.0106298 0.908758 
2.2 0.05 0.0109938 0.916004 
2.25 0.05 0.0109742 0.923731 
2.3 0.05 0.0105631 0.931725 
2.35 0.05 0.0097638 0.939709 
2.4 0.05 0.00859313 0.947343 
2.45 0.05 0.00708329 0.954222 
2.5 0.05 0.0052837 0.95991 
2.55 0.05 0.00326123 0.963987 
2.6 0.05 0.00109805 0.966116 
2.65 0.05 -0.00111307 0.966108 
2.7 0.05 -0.00327561 0.963965 
2.75 0.05 -0.00529684 0.959876 
2.8 0.05 -0.00709469 0.954178 
2.85 0.05 -0.00860241 0.947293 
2.9 0.05 -0.00977069 0.939655 
2.95 0.05 -0.0105674 0.93167 
3 0.05 -0.0109759 0.923677 
3.05 0.05 -0.0109929 0.915952 
3.1 0.05 -0.0106264 0.90871 
3.15 0.05 -0.00989448 0.902121 
3.2 0.05 -0.00882464 0.89632 
3.25 0.05 -0.00745377 0.891418 
3.3 0.05 -0.00582789 0.887506 
3.35 0.05 -0.00400164 0.884657 
3.4 0.05 -0.0020371 0.882924 
3.45 0.05 -1.91466e-06 0.882342 
3.5 0.05 0.00203334 0.882922 
3.55 0.05 0.00399809 0.884651 
3.6 0.05 0.0058247 0.887498 
3.65 0.05 0.00745106 0.891408 
3.7 0.05 0.00882255 0.896307 
3.75 0.05 0.00989313 0.902106 
3.8 0.05 0.0106259 0.908693 
3.85 0.05 0.0109934 0.915933 
3.9 0.05 0.0109775 0.923657 
3.95 0.05 0.0105702 0.931649 
4 0.05 0.00977479 0.939635 
4.05 0.05 0.00860789 0.947274 
4.1 0.05 0.00710157 0.954164 
4.15 0.05 0.00530509 0.959869 
4.2 0.05 0.0032851 0.963968 
4.25 0.05 0.00112361 0.966124 
4.3 0.05 -0.00108675 0.966147 
4.35 0.05 -0.00324956 0.964036 
4.4 0.05 -0.00527216 0.959978 
4.45 0.05 -0.00707252 0.954311 
4.5 0.05 -0.00858401 0.947452 
4.55 0.05 -0.00975757 0.93984 
4.6 0.05 -0.0105616 0.931877 
4.65 0.05 -0.0109802 0.923903 
4.7 0.05 -0.0110116 0.916194 
4.75 0.05 -0.0106657 0.908962 
4.8 0.05 -0.00996385 0.902373 
4.85 0.05 -0.00893873 0.896557 
4.9 0.05 -0.00763554 0.891613 
4.95 0.05 -0.00611183 0.887612 
5 0.05 -0.00441656 0.88459 
0 0.1 -0.0212196 0.776414 
0.05 0.1 -0.0147206 0.77047 
0.1 0.1 -0.00763976 0.766861 
0.15 0.1 -0.000326341 0.765651 
0.2 0.1 0.00694876 0.766823 
0.25 0.1 0.013939 0.770327 
0.3 0.1 0.0204131 0.776076 
