x, y, ksi, T
#iter= 1530000
0 0 0 1 
0.05 0 0 1 
0.1 0 0 1 
0.15 0 0 1 
0.2 0 0 1 
0.25 0 0 1 
0.3 0 0 1 
0.35 0 0 1 
0.4 0 0 1 
0.45 0 0 1 
0.5 0 0 1 
0.55 0 0 1 
0.6 0 0 1 
0.65 0 0 1 
0.7 0 0 1 
0.75 0 0 1 
0.8 0 0 1 
0.85 0 0 1 
0.9 0 0 1 
0.95 0 0 1 
1 0 0 1 
1.05 0 0 1 
1.1 0 0 1 
1.15 0 0 1 
1.2 0 0 1 
1.25 0 0 1 
1.3 0 0 1 
1.35 0 0 1 
1.4 0 0 1 
1.45 0 0 1 
1.5 0 0 1 
1.55 0 0 1 
1.6 0 0 1 
1.65 0 0 1 
1.7 0 0 1 
1.75 0 0 1 
1.8 0 0 1 
1.85 0 0 1 
1.9 0 0 1 
1.95 0 0 1 
2 0 0 1 
2.05 0 0 1 
2.1 0 0 1 
2.15 0 0 1 
2.2 0 0 1 
2.25 0 0 1 
2.3 0 0 1 
2.35 0 0 1 
2.4 0 0 1 
2.45 0 0 1 
2.5 0 0 1 
2.55 0 0 1 
2.6 0 0 1 
2.65 0 0 1 
2.7 0 0 1 
2.75 0 0 1 
2.8 0 0 1 
2.85 0 0 1 
2.9 0 0 1 
2.95 0 0 1 
3 0 0 1 
3.05 0 0 1 
3.1 0 0 1 
3.15 0 0 1 
3.2 0 0 1 
3.25 0 0 1 
3.3 0 0 1 
3.35 0 0 1 
3.4 0 0 1 
3.45 0 0 1 
3.5 0 0 1 
3.55 0 0 1 
3.6 0 0 1 
3.65 0 0 1 
3.7 0 0 1 
3.75 0 0 1 
3.8 0 0 1 
3.85 0 0 1 
3.9 0 0 1 
3.95 0 0 1 
4 0 0 1 
4.05 0 0 1 
4.1 0 0 1 
4.15 0 0 1 
4.2 0 0 1 
4.25 0 0 1 
4.3 0 0 1 
4.35 0 0 1 
4.4 0 0 1 
4.45 0 0 1 
4.5 0 0 1 
4.55 0 0 1 
4.6 0 0 1 
4.65 0 0 1 
4.7 0 0 1 
4.75 0 0 1 
4.8 0 0 1 
4.85 0 0 1 
4.9 0 0 1 
4.95 0 0 1 
5 0 0 1 
0 0.05 -0.00645158 0.884683 
0.05 0.05 -0.00435651 0.881682 
0.1 0.05 -0.00217082 0.879932 
0.15 0.05 3.99679e-05 0.879409 
0.2 0.05 0.00221802 0.880096 
0.25 0.05 0.00429948 0.881966 
0.3 0.05 0.00621974 0.884975 
0.35 0.05 0.00791812 0.889061 
0.4 0.05 0.00934085 0.89415 
0.45 0.05 0.0104425 0.90015 
0.5 0.05 0.0111868 0.90695 
0.55 0.05 0.0115462 0.914417 
0.6 0.05 0.0115027 0.922383 
0.65 0.05 0.0110483 0.93063 
0.7 0.05 0.0101863 0.938875 
0.75 0.05 0.0089339 0.94676 
0.8 0.05 0.00732504 0.953857 
0.85 0.05 0.00541231 0.9597 
0.9 0.05 0.00326746 0.963836 
0.95 0.05 0.000979095 0.96591 
1 0.05 -0.00135282 0.965728 
1.05 0.05 -0.00362468 0.963308 
1.1 0.05 -0.00573785 0.958873 
1.15 0.05 -0.0076062 0.952802 
1.2 0.05 -0.00916099 0.945552 
1.25 0.05 -0.0103528 0.937588 
1.3 0.05 -0.0111506 0.929328 
1.35 0.05 -0.0115398 0.921119 
1.4 0.05 -0.0115192 0.913231 
1.45 0.05 -0.0110989 0.905874 
1.5 0.05 -0.0102992 0.89921 
1.55 0.05 -0.00914961 0.893368 
1.6 0.05 -0.00768922 0.888454 
1.65 0.05 -0.00596654 0.884556 
1.7 0.05 -0.0040391 0.881745 
1.75 0.05 -0.00197222 0.880073 
1.8 0.05 0.000163029 0.879572 
1.85 0.05 0.00229263 0.880252 
1.9 0.05 0.00434281 0.882099 
1.95 0.05 0.00624321 0.885079 
2 0.05 0.00792957 0.889136 
2.05 0.05 0.00934569 0.894196 
2.1 0.05 0.0104445 0.90017 
2.15 0.05 0.0111883 0.906948 
2.2 0.05 0.011549 0.914397 
2.25 0.05 0.0115078 0.922349 
2.3 0.05 0.0110562 0.930585 
2.35 0.05 0.0101973 0.938825 
2.4 0.05 0.00894802 0.946709 
2.45 0.05 0.00734196 0.953812 
2.5 0.05 0.00543151 0.959664 
2.55 0.05 0.00328825 0.963816 
2.6 0.05 0.00100061 0.965907 
2.65 0.05 -0.00133151 0.965745 
2.7 0.05 -0.00360449 0.963344 
2.75 0.05 -0.00571962 0.958925 
2.8 0.05 -0.00759061 0.952866 
2.85 0.05 -0.00914855 0.945624 
2.9 0.05 -0.0103438 0.937664 
2.95 0.05 -0.0111453 0.929405 
3 0.05 -0.0115381 0.921193 
3.05 0.05 -0.0115211 0.913301 
3.1 0.05 -0.0111043 0.905939 
3.15 0.05 -0.0103078 0.899268 
3.2 0.05 -0.00916104 0.893418 
3.25 0.05 -0.0077031 0.888496 
3.3 0.05 -0.00598239 0.884589 
3.35 0.05 -0.00405637 0.881768 
3.4 0.05 -0.00199032 0.880087 
3.45 0.05 0.00014473 0.879576 
3.5 0.05 0.00227476 0.880245 
3.55 0.05 0.00432596 0.882083 
3.6 0.05 0.00622794 0.885054 
3.65 0.05 0.00791637 0.889102 
3.7 0.05 0.00933498 0.894154 
3.75 0.05 0.0104366 0.900121 
3.8 0.05 0.0111835 0.906893 
3.85 0.05 0.0115475 0.914337 
3.9 0.05 0.0115097 0.922285 
3.95 0.05 0.0110617 0.930521 
4 0.05 0.0102063 0.938761 
4.05 0.05 0.0089604 0.946651 
4.1 0.05 0.00735752 0.953763 
4.15 0.05 0.00544987 0.95963 
4.2 0.05 0.00330886 0.963801 
4.25 0.05 0.00102278 0.965916 
4.3 0.05 -0.00130858 0.965781 
4.35 0.05 -0.00358169 0.963409 
4.4 0.05 -0.00569788 0.959019 
4.45 0.05 -0.00757092 0.952988 
4.5 0.05 -0.00913202 0.945772 
4.55 0.05 -0.0103318 0.937836 
4.6 0.05 -0.0111398 0.929599 
4.65 0.05 -0.011542 0.921407 
4.7 0.05 -0.0115387 0.913531 
4.75 0.05 -0.0111421 0.90618 
4.8 0.05 -0.0103759 0.899511 
4.85 0.05 -0.00927509 0.893647 
4.9 0.05 -0.00788734 0.888682 
4.95 0.05 -0.00627251 0.884683 
5 0.05 -0.00447871 0.881682 
0 0.1 -0.021767 0.7707 
0.05 0.1 -0.0149138 0.764808 
0.1 0.1 -0.00746619 0.761301 
0.15 0.1 0.000206806 0.760239 
0.2 0.1 0.00782028 0.761599 
0.25 0.1 0.0151165 0.765326 
0.3 0.1 0.0218549 0.771327 
0.35 0.1 0.0278162 0.779479 
0.4 0.1 0.0328076 0.789627 
0.45 0.1 0.0366667 0.801588 
0.5 0.1 0.0392638 0.815144 
0.55 0.1 0.0405027 0.830033 
0.6 0.1 0.0403216 0.845929 
0.65 0.1 0.0386959 0.862405 
0.7 0.1 0.0356432 0.878907 
0.75 0.1 0.0312307 0.894724 
0.8 0.1 0.0255831 0.908996 
0.85 0.1 0.018888 0.920773 
0.9 0.1 0.0113963 0.929128 
0.95 0.1 0.00341365 0.93332 
1 0.1 -0.00471771 0.932952 
1.05 0.1 -0.012644 0.928059 
1.1 0.1 -0.0200272 0.919105 
1.15 0.1 -0.0265698 0.90687 
1.2 0.1 -0.0320307 0.892296 
1.25 0.1 -0.0362328 0.876326 
1.3 0.1 -0.0390614 0.859799 
1.35 0.1 -0.0404585 0.8434 
1.4 0.1 -0.0404144 0.827661 
1.45 0.1 -0.0389612 0.812991 
1.5 0.1 -0.0361681 0.799704 
1.55 0.1 -0.0321395 0.788054 
1.6 0.1 -0.0270138 0.778252 
1.65 0.1 -0.0209633 0.770472 
1.7 0.1 -0.0141918 0.764859 
1.75 0.1 -0.00692963 0.761519 
1.8 0.1 0.000572882 0.760518 
1.85 0.1 0.00805554 0.761876 
1.9 0.1 0.015259 0.765566 
1.95 0.1 0.0219353 0.771515 
2 0.1 0.0278578 0.779612 
2.05 0.1 0.0328273 0.789707 
2.1 0.1 0.0366765 0.801619 
2.15 0.1 0.0392722 0.815133 
2.2 0.1 0.0405151 0.829988 
2.25 0.1 0.0403417 0.845855 
2.3 0.1 0.0387256 0.862312 
2.35 0.1 0.0356835 0.878804 
2.4 0.1 0.0312815 0.89462 
2.45 0.1 0.0256432 0.908903 
2.5 0.1 0.0189558 0.9207 
2.55 0.1 0.0114694 0.929085 
2.6 0.1 0.00348913 0.933315 
2.65 0.1 -0.00464301 0.932986 
2.7 0.1 -0.0125732 0.928131 
2.75 0.1 -0.0199632 0.919208 
2.8 0.1 -0.0265149 0.906998 
2.85 0.1 -0.0319867 0.89244 
2.9 0.1 -0.0362009 0.876478 
2.95 0.1 -0.0390423 0.859952 
3 0.1 -0.0404523 0.843549 
3.05 0.1 -0.0404209 0.827802 
3.1 0.1 -0.0389799 0.81312 
3.15 0.1 -0.0361981 0.79982 
3.2 0.1 -0.0321795 0.788155 
3.25 0.1 -0.0270625 0.778335 
3.3 0.1 -0.021019 0.770537 
3.35 0.1 -0.0142524 0.764905 
3.4 0.1 -0.00699323 0.761545 
3.45 0.1 0.00050855 0.760524 
3.5 0.1 0.00799268 0.761862 
3.55 0.1 0.0151997 0.765533 
3.6 0.1 0.0218816 0.771465 
3.65 0.1 0.0278114 0.779544 
3.7 0.1 0.0327896 0.789623 
3.75 0.1 0.0366489 0.801521 
3.8 0.1 0.0392554 0.815023 
3.85 0.1 0.0405101 0.829868 
3.9 0.1 0.0403487 0.845729 
3.95 0.1 0.038745 0.862183 
4 0.1 0.0357151 0.878677 
4.05 0.1 0.031325 0.894503 
4.1 0.1 0.0256977 0.908804 
4.15 0.1 0.0190198 0.92063 
4.2 0.1 0.0115411 0.929054 
4.25 0.1 0.0035661 0.933332 
4.3 0.1 -0.00456353 0.933057 
4.35 0.1 -0.0124942 0.92826 
4.4 0.1 -0.0198879 0.919395 
4.45 0.1 -0.0264468 0.90724 
4.5 0.1 -0.0319296 0.892732 
4.55 0.1 -0.0361594 0.876817 
4.6 0.1 -0.0390229 0.860333 
4.65 0.1 -0.0404642 0.843967 
4.7 0.1 -0.0404773 0.828251 
4.75 0.1 -0.0390997 0.81359 
4.8 0.1 -0.0364076 0.80029 
4.85 0.1 -0.0325122 0.788591 
4.9 0.1 -0.0275531 0.778678 
4.95 0.1 -0.0216773 0.7707 
5 0.1 -0.0149729 0.764808 
0 0.15 -0.042406 0.662861 
0.05 0.15 -0.029019 0.654259 
0.1 0.15 -0.0144764 0.649094 
0.15 0.15 0.000568336 0.647507 
0.2 0.15 0.0155418 0.649501 
0.25 0.15 0.0299153 0.654998 
0.3 0.15 0.0431997 0.663858 
0.35 0.15 0.054952 0.675889 
0.4 0.15 0.0647849 0.690854 
0.45 0.15 0.0723742 0.708475 
0.5 0.15 0.0774622 0.728429 
0.55 0.15 0.07986 0.750335 
0.6 0.15 0.0794499 0.77372 
0.65 0.15 0.0761905 0.797974 
0.7 0.15 0.0701255 0.822291 
0.75 0.15 0.061397 0.845636 
0.8 0.15 0.0502584 0.866739 
0.85 0.15 0.0370836 0.884184 
0.9 0.15 0.0223651 0.896578 
0.95 0.15 0.00669727 0.902805 
1 0.15 -0.00925789 0.902257 
1.05 0.15 -0.0248169 0.894991 
1.1 0.15 -0.0393256 0.881708 
1.15 0.15 -0.0522045 0.863589 
1.2 0.15 -0.0629795 0.842045 
1.25 0.15 -0.0712967 0.81848 
1.3 0.15 -0.0769219 0.794127 
1.35 0.15 -0.0797309 0.769987 
1.4 0.15 -0.0796956 0.746829 
1.45 0.15 -0.0768723 0.725238 
1.5 0.15 -0.0713936 0.705671 
1.55 0.15 -0.0634636 0.688496 
1.6 0.15 -0.0533564 0.674025 
1.65 0.15 -0.0414135 0.662525 
1.7 0.15 -0.0280395 0.654218 
1.75 0.15 -0.0136922 0.649271 
1.8 0.15 0.0011321 0.647788 
1.85 0.15 0.015917 0.6498 
1.9 0.15 0.0301478 0.655265 
1.95 0.15 0.0433329 0.664069 
2 0.15 0.0550218 0.676034 
2.05 0.15 0.064819 0.690933 
2.1 0.15 0.0723929 0.708492 
2.15 0.15 0.0774801 0.728392 
2.2 0.15 0.079887 0.750252 
2.25 0.15 0.0794923 0.773601 
2.3 0.15 0.0762519 0.797829 
2.35 0.15 0.0702075 0.822133 
2.4 0.15 0.0614991 0.845479 
2.45 0.15 0.0503786 0.866598 
2.5 0.15 0.0372184 0.884074 
2.55 0.15 0.0225099 0.896514 
2.6 0.15 0.00684635 0.902795 
2.65 0.15 -0.00911053 0.902307 
2.7 0.15 -0.0246772 0.895097 
2.75 0.15 -0.0391992 0.881862 
2.8 0.15 -0.0520959 0.863779 
2.85 0.15 -0.0628923 0.842258 
2.9 0.15 -0.0712332 0.818704 
2.95 0.15 -0.0768836 0.794353 
3 0.15 -0.0797181 0.770206 
3.05 0.15 -0.0797079 0.747036 
3.1 0.15 -0.0769087 0.725429 
3.15 0.15 -0.0714524 0.705842 
3.2 0.15 -0.0635425 0.688644 
3.25 0.15 -0.0534524 0.674148 
3.3 0.15 -0.0415234 0.662622 
3.35 0.15 -0.0281594 0.654286 
3.4 0.15 -0.0138179 0.64931 
3.45 0.15 0.00100491 0.647798 
3.5 0.15 0.0157927 0.649781 
3.55 0.15 0.0300306 0.655217 
3.6 0.15 0.0432267 0.663994 
3.65 0.15 0.05493 0.675934 
3.7 0.15 0.0647447 0.69081 
3.75 0.15 0.0723384 0.708349 
3.8 0.15 0.0774472 0.728231 
3.85 0.15 0.0798772 0.750077 
3.9 0.15 0.0795065 0.773415 
3.95 0.15 0.0762903 0.797639 
4 0.15 0.0702699 0.821946 
4.05 0.15 0.0615845 0.845305 
4.1 0.15 0.0504853 0.866451 
4.15 0.15 0.0373435 0.883969 
4.2 0.15 0.0226497 0.896466 
4.25 0.15 0.00699622 0.902818 
4.3 0.15 -0.00895583 0.902409 
4.35 0.15 -0.0245234 0.895284 
4.4 0.15 -0.0390523 0.882132 
4.45 0.15 -0.0519622 0.864127 
4.5 0.15 -0.0627786 0.842678 
4.55 0.15 -0.0711478 0.819188 
4.6 0.15 -0.0768373 0.794894 
4.65 0.15 -0.0797256 0.770797 
4.7 0.15 -0.0797899 0.747665 
4.75 0.15 -0.0770929 0.72608 
4.8 0.15 -0.0717737 0.706486 
4.85 0.15 -0.0640387 0.689232 
4.9 0.15 -0.0541489 0.674607 
4.95 0.15 -0.0423921 0.662861 
5 0.15 -0.0290256 0.654259 
0 0.2 -0.065358 0.566902 
0.05 0.2 -0.0446112 0.555884 
0.1 0.2 -0.0221356 0.549241 
0.15 0.2 0.00114116 0.547185 
0.2 0.2 0.0243406 0.549752 
0.25 0.2 0.0466311 0.556852 
0.3 0.2 0.0672383 0.568295 
0.35 0.2 0.0854624 0.583815 
0.4 0.2 0.100694 0.603082 
0.45 0.2 0.112425 0.625719 
0.5 0.2 0.120255 0.651304 
0.55 0.2 0.123896 0.679349 
0.6 0.2 0.123172 0.709257 
0.65 0.2 0.11803 0.740264 
0.7 0.2 0.108553 0.771359 
0.75 0.2 0.0949722 0.801228 
0.8 0.2 0.0776914 0.828254 
0.85 0.2 0.0572942 0.850617 
0.9 0.2 0.0345405 0.866519 
0.95 0.2 0.0103403 0.874511 
1 0.2 -0.0142974 0.873808 
1.05 0.2 -0.0383319 0.86448 
1.1 0.2 -0.0607658 0.847439 
1.15 0.2 -0.0807108 0.824214 
