x, y, ksi, T
#iter= 1440000
0 0 0 1 
0.05 0 0 1 
0.1 0 0 1 
0.15 0 0 1 
0.2 0 0 1 
0.25 0 0 1 
0.3 0 0 1 
0.35 0 0 1 
0.4 0 0 1 
0.45 0 0 1 
0.5 0 0 1 
0.55 0 0 1 
0.6 0 0 1 
0.65 0 0 1 
0.7 0 0 1 
0.75 0 0 1 
0.8 0 0 1 
0.85 0 0 1 
0.9 0 0 1 
0.95 0 0 1 
1 0 0 1 
1.05 0 0 1 
1.1 0 0 1 
1.15 0 0 1 
1.2 0 0 1 
1.25 0 0 1 
1.3 0 0 1 
1.35 0 0 1 
1.4 0 0 1 
1.45 0 0 1 
1.5 0 0 1 
1.55 0 0 1 
1.6 0 0 1 
1.65 0 0 1 
1.7 0 0 1 
1.75 0 0 1 
1.8 0 0 1 
1.85 0 0 1 
1.9 0 0 1 
1.95 0 0 1 
2 0 0 1 
2.05 0 0 1 
2.1 0 0 1 
2.15 0 0 1 
2.2 0 0 1 
2.25 0 0 1 
2.3 0 0 1 
2.35 0 0 1 
2.4 0 0 1 
2.45 0 0 1 
2.5 0 0 1 
2.55 0 0 1 
2.6 0 0 1 
2.65 0 0 1 
2.7 0 0 1 
2.75 0 0 1 
2.8 0 0 1 
2.85 0 0 1 
2.9 0 0 1 
2.95 0 0 1 
3 0 0 1 
3.05 0 0 1 
3.1 0 0 1 
3.15 0 0 1 
3.2 0 0 1 
3.25 0 0 1 
3.3 0 0 1 
3.35 0 0 1 
3.4 0 0 1 
3.45 0 0 1 
3.5 0 0 1 
3.55 0 0 1 
3.6 0 0 1 
3.65 0 0 1 
3.7 0 0 1 
3.75 0 0 1 
3.8 0 0 1 
3.85 0 0 1 
3.9 0 0 1 
3.95 0 0 1 
4 0 0 1 
4.05 0 0 1 
4.1 0 0 1 
4.15 0 0 1 
4.2 0 0 1 
4.25 0 0 1 
4.3 0 0 1 
4.35 0 0 1 
4.4 0 0 1 
4.45 0 0 1 
4.5 0 0 1 
4.55 0 0 1 
4.6 0 0 1 
4.65 0 0 1 
4.7 0 0 1 
4.75 0 0 1 
4.8 0 0 1 
4.85 0 0 1 
4.9 0 0 1 
4.95 0 0 1 
5 0 0 1 
0 0.05 -0.00647165 0.884725 
0.05 0.05 -0.004378 0.881711 
0.1 0.05 -0.00219353 0.879948 
0.15 0.05 1.67087e-05 0.879411 
0.2 0.05 0.00219502 0.880085 
0.25 0.05 0.0042776 0.881942 
0.3 0.05 0.00619975 0.884937 
0.35 0.05 0.00790076 0.889011 
0.4 0.05 0.00932676 0.894089 
0.45 0.05 0.0104322 0.900078 
0.5 0.05 0.0111807 0.906869 
0.55 0.05 0.0115447 0.914329 
0.6 0.05 0.011506 0.922289 
0.65 0.05 0.0110564 0.930534 
0.7 0.05 0.0101991 0.93878 
0.75 0.05 0.00895127 0.946671 
0.8 0.05 0.00734644 0.953781 
0.85 0.05 0.005437 0.959641 
0.9 0.05 0.0032945 0.9638 
0.95 0.05 0.00100732 0.9659 
1 0.05 -0.00132465 0.965746 
1.05 0.05 -0.00359783 0.963352 
1.1 0.05 -0.00571349 0.95894 
1.15 0.05 -0.00758531 0.952886 
1.2 0.05 -0.00914431 0.945648 
1.25 0.05 -0.0103408 0.93769 
1.3 0.05 -0.0111437 0.929432 
1.35 0.05 -0.0115381 0.92122 
1.4 0.05 -0.0115227 0.913327 
1.45 0.05 -0.0111074 0.905962 
1.5 0.05 -0.0103124 0.899289 
1.55 0.05 -0.00916716 0.893435 
1.6 0.05 -0.00771054 0.888509 
1.65 0.05 -0.00599095 0.884598 
1.7 0.05 -0.00406581 0.881772 
1.75 0.05 -0.00200032 0.880085 
1.8 0.05 0.000134492 0.879568 
1.85 0.05 0.00226465 0.880232 
1.9 0.05 0.00431635 0.882064 
1.95 0.05 0.00621918 0.885029 
2 0.05 0.0079088 0.889072 
2.05 0.05 0.00932888 0.894119 
2.1 0.05 0.0104322 0.900082 
2.15 0.05 0.011181 0.90685 
2.2 0.05 0.011547 0.914291 
2.25 0.05 0.0115114 0.922237 
2.3 0.05 0.0110654 0.930471 
2.35 0.05 0.010212 0.938713 
2.4 0.05 0.00896785 0.946605 
2.45 0.05 0.00736636 0.953721 
2.5 0.05 0.00545964 0.959594 
2.55 0.05 0.00331901 0.963772 
2.6 0.05 0.00103269 0.965893 
2.65 0.05 -0.00129952 0.965762 
2.7 0.05 -0.003574 0.963391 
2.75 0.05 -0.00569191 0.958998 
2.8 0.05 -0.00756676 0.952958 
2.85 0.05 -0.00912937 0.94573 
2.9 0.05 -0.0103298 0.937777 
2.95 0.05 -0.0111368 0.929519 
3 0.05 -0.0115353 0.921305 
3.05 0.05 -0.0115238 0.913407 
3.1 0.05 -0.0111123 0.906036 
3.15 0.05 -0.0103207 0.899355 
3.2 0.05 -0.0091785 0.893493 
3.25 0.05 -0.00772445 0.888558 
3.3 0.05 -0.00600691 0.884637 
3.35 0.05 -0.00408322 0.881801 
3.4 0.05 -0.00201858 0.880104 
3.45 0.05 0.00011604 0.879577 
3.5 0.05 0.00224663 0.880232 
3.55 0.05 0.00429936 0.882054 
3.6 0.05 0.00620375 0.88501 
3.65 0.05 0.00789538 0.889044 
3.7 0.05 0.00931785 0.894085 
3.75 0.05 0.0104239 0.90004 
3.8 0.05 0.0111756 0.906803 
3.85 0.05 0.0115446 0.91424 
3.9 0.05 0.0115121 0.922183 
3.95 0.05 0.0110693 0.930416 
4 0.05 0.0102189 0.938659 
4.05 0.05 0.00897778 0.946555 
4.1 0.05 0.00737908 0.95368 
4.15 0.05 0.00547482 0.959565 
4.2 0.05 0.0033362 0.96376 
4.25 0.05 0.00105132 0.965902 
4.3 0.05 -0.0012801 0.965795 
4.35 0.05 -0.00355451 0.963449 
4.4 0.05 -0.00567315 0.959082 
4.45 0.05 -0.00754955 0.953068 
4.5 0.05 -0.00911471 0.945863 
4.55 0.05 -0.010319 0.937933 
4.6 0.05 -0.0111317 0.929697 
4.65 0.05 -0.0115387 0.921503 
4.7 0.05 -0.01154 0.913622 
4.75 0.05 -0.0111479 0.906264 
4.8 0.05 -0.0103858 0.899586 
4.85 0.05 -0.00928864 0.893712 
4.9 0.05 -0.00790408 0.888736 
4.95 0.05 -0.006292 0.884725 
5 0.05 -0.00450085 0.881711 
0 0.1 -0.0218353 0.770783 
0.05 0.1 -0.014989 0.764866 
0.1 0.1 -0.00754593 0.761333 
0.15 0.1 0.00012516 0.760243 
0.2 0.1 0.00773963 0.761577 
0.25 0.1 0.0150397 0.765277 
0.3 0.1 0.0217849 0.771252 
0.35 0.1 0.0277555 0.779379 
0.4 0.1 0.0327584 0.789504 
0.45 0.1 0.036631 0.801444 
0.5 0.1 0.039243 0.814982 
0.55 0.1 0.0404979 0.829856 
0.6 0.1 0.0403336 0.845741 
0.65 0.1 0.0387248 0.862212 
0.7 0.1 0.0356888 0.878717 
0.75 0.1 0.031292 0.894546 
0.8 0.1 0.0256582 0.908842 
0.85 0.1 0.0189744 0.920653 
0.9 0.1 0.0114907 0.929054 
0.95 0.1 0.00351211 0.9333 
1 0.1 -0.00461951 0.932988 
1.05 0.1 -0.0125503 0.928148 
1.1 0.1 -0.0199421 0.919239 
1.15 0.1 -0.0264966 0.90704 
1.2 0.1 -0.0319722 0.892489 
1.25 0.1 -0.0361907 0.876531 
1.3 0.1 -0.0390371 0.860007 
1.35 0.1 -0.0404524 0.843602 
1.4 0.1 -0.0404265 0.827853 
1.45 0.1 -0.038991 0.813167 
1.5 0.1 -0.0362146 0.799861 
1.55 0.1 -0.0322012 0.788189 
1.6 0.1 -0.0270888 0.778362 
1.65 0.1 -0.0210492 0.770555 
1.7 0.1 -0.0142857 0.764912 
1.75 0.1 -0.00702843 0.761542 
1.8 0.1 0.000472578 0.76051 
1.85 0.1 0.0079572 0.761837 
1.9 0.1 0.015166 0.765496 
1.95 0.1 0.021851 0.771416 
2 0.1 0.0277849 0.779484 
2.05 0.1 0.0327684 0.789553 
2.1 0.1 0.0366337 0.801443 
2.15 0.1 0.039247 0.814936 
2.2 0.1 0.0405088 0.829775 
